Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,2.7750000953674316,2.908750057220459,2.700000047683716,2.908750057220459,0.705268144607544,814840
2000-01-04,2.84375,2.9000000953674316,2.700000047683716,2.867500066757202,0.6952667236328125,894640
2000-01-05,2.6887500286102295,2.896250009536743,2.6887500286102295,2.8499999046325684,0.6910236477851868,732200
2000-01-06,2.799999952316284,3.077500104904175,2.799999952316284,2.9825000762939453,0.723149836063385,1032000
2000-01-07,2.9962499141693115,3.0,2.851249933242798,2.9124999046325684,0.7061776518821716,694440
2000-01-10,3.012500047683716,3.021250009536743,2.9000000953674316,2.9749999046325684,0.7213314175605774,828280
2000-01-11,2.950000047683716,2.9549999237060547,2.833750009536743,2.8637499809265137,0.6943572759628296,825920
2000-01-12,2.887500047683716,2.934999942779541,2.8662500381469727,2.8862500190734863,0.6998130083084106,199800
2000-01-13,2.8062500953674316,2.8975000381469727,2.802500009536743,2.877500057220459,0.6976915001869202,636440
2000-01-14,2.838749885559082,2.8499999046325684,2.783750057220459,2.8475000858306885,0.6904173493385315,148880
2000-01-17,2.851249933242798,2.9375,2.851249933242798,2.8887500762939453,0.7004191875457764,314200
2000-01-18,2.788749933242798,2.8812499046325684,2.788749933242798,2.851249933242798,0.6913266181945801,483800
2000-01-19,2.9749999046325684,2.9749999046325684,2.875,2.934999942779541,0.7116328477859497,155000
2000-01-20,2.8499999046325684,2.924999952316284,2.8499999046325684,2.9100000858306885,0.7055712938308716,226240
2000-01-21,2.8862500190734863,2.90625,2.8125,2.8550000190734863,0.6922357082366943,251800
2000-01-24,2.752500057220459,2.8737499713897705,2.752500057220459,2.799999952316284,0.6789001822471619,165560
2000-01-25,2.752500057220459,2.7612500190734863,2.6787500381469727,2.6887500286102295,0.6519260406494141,315960
2000-01-26,2.6887500286102295,2.6887500286102295,2.6887500286102295,2.6887500286102295,0.6519260406494141,0
2000-01-27,2.5,2.7750000953674316,2.5,2.7049999237060547,0.6558662056922913,136160
2000-01-28,2.75,2.75,2.625,2.643749952316284,0.6410152316093445,497680
2000-01-31,2.6500000953674316,2.6500000953674316,2.432499885559082,2.432499885559082,0.5897946357727051,419680
2000-02-01,2.2750000953674316,2.481250047683716,2.2750000953674316,2.4462499618530273,0.5931286811828613,365080
2000-02-02,2.497499942779541,2.572499990463257,2.4262499809265137,2.5062499046325684,0.6076763868331909,290840
2000-02-03,2.622499942779541,2.625,2.5,2.523750066757202,0.6119195818901062,232760
2000-02-04,2.487499952316284,2.546250104904175,2.4312500953674316,2.432499885559082,0.5897946357727051,311640
