Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,75.25,75.4124984741211,75.25,75.4124984741211,45.12154769897461,265600
2000-01-04,79.5,81.44750213623047,75.5,81.44750213623047,48.73247528076172,1142840
2000-01-05,77.44999694824219,82.5,74.94999694824219,78.40249633789062,46.91055679321289,2393940
2000-01-06,79.94999694824219,84.67500305175781,78.55000305175781,83.07749938964844,49.70774459838867,2439320
2000-01-07,84.25,84.25,76.43250274658203,76.45500183105469,45.74530792236328,1592820
2000-01-10,78.0,78.0,70.375,75.19499969482422,44.99141311645508,1252240
2000-01-11,75.5999984741211,76.44999694824219,69.19999694824219,72.33000183105469,43.277198791503906,1783680
2000-01-12,73.0,77.0,73.0,74.54499816894531,44.60249710083008,632220
2000-01-13,74.25,77.25,73.05000305175781,73.87249755859375,44.20011520385742,795060
2000-01-14,73.50250244140625,75.5,70.5999984741211,73.67500305175781,44.08195114135742,925440
2000-01-17,75.75,78.5,74.75,75.4375,45.136512756347656,1355000
2000-01-18,73.75,73.75,71.55249786376953,72.51750183105469,43.389381408691406,880160
2000-01-19,74.5,78.31999969482422,73.25,78.31999969482422,46.86118698120117,1548600
2000-01-20,80.0,82.48750305175781,75.75250244140625,76.85250091552734,45.98314666748047,4506380
2000-01-21,79.0,79.0,76.5,77.57499694824219,46.41543960571289,1158220
2000-01-24,79.0,79.5,75.50499725341797,76.05000305175781,45.50297164916992,1093040
2000-01-25,74.0,75.94999694824219,72.25,72.69249725341797,43.49408721923828,1548780
2000-01-26,72.69249725341797,72.69249725341797,72.69249725341797,72.69249725341797,43.49408721923828,0
2000-01-27,74.25,77.44999694824219,73.0,73.51750183105469,43.98772430419922,2289540
2000-01-28,74.19999694824219,74.5999984741211,70.5,71.44499969482422,42.747684478759766,1578020
2000-01-31,72.0,72.5,67.5,68.33999633789062,40.889854431152344,785820
2000-02-01,67.5,70.94999694824219,66.6500015258789,70.01249694824219,41.890567779541016,1761500
2000-02-02,72.94999694824219,75.61499786376953,72.5,74.80000305175781,44.75508117675781,2080060
2000-02-03,75.5,76.73999786376953,74.0,74.51750183105469,44.5860481262207,714920
2000-02-04,75.5,77.5,73.30249786376953,74.05500030517578,44.30931854248047,582860
2000-02-07,72.25,73.0999984741211,68.13249969482422,68.20500183105469,40.809078216552734,1501860
2000-02-08,66.0,70.0,66.0,69.39749908447266,41.52260208129883,1385360
2000-02-09,74.05000305175781,74.05000305175781,70.0,70.6624984741211,42.27948760986328,745900
2000-02-10,70.0,71.5,69.94999694824219,70.91000366210938,42.427574157714844,275880
2000-02-11,71.57499694824219,71.57499694824219,69.05000305175781,70.625,42.25704574584961,487800
2000-02-14,69.30000305175781,70.49500274658203,67.5,68.10749816894531,40.75074005126953,442620
2000-02-15,67.5,69.5,66.25,67.5425033569336,40.41269302368164,856020
2000-02-16,67.75,69.94999694824219,67.75,68.95999908447266,41.260833740234375,324320
2000-02-17,70.0999984741211,74.47750091552734,70.0999984741211,74.47750091552734,44.56211471557617,176560
2000-02-18,80.4375,80.4375,80.4375,80.4375,48.12815475463867,1038080
2000-02-21,85.0,86.05000305175781,77.05249786376953,78.6624984741211,47.06612777709961,1777140
2000-02-22,77.0,78.94999694824219,73.05000305175781,73.6500015258789,44.06699752807617,1266220
2000-02-23,78.75,79.5425033569336,77.75,79.5425033569336,47.5926513671875,979540
2000-02-24,82.44999694824219,82.4749984741211,75.00499725341797,78.44750213623047,46.93748474121094,996380
2000-02-25,79.0,80.0,76.69999694824219,77.76249694824219,46.52762222290039,881360
2000-02-28,78.5,83.98500061035156,77.6500015258789,83.4749984741211,49.945594787597656,2373140
2000-02-29,85.0,90.1500015258789,76.79750061035156,77.50250244140625,46.372066497802734,2202240
2000-03-01,79.0,79.0,71.30249786376953,76.3499984741211,45.682491302490234,5129820
2000-03-02,77.44999694824219,77.5,70.24250030517578,70.29000091552734,42.056602478027344,1840040
2000-03-03,67.5,67.5,64.6675033569336,64.6675033569336,38.69249725341797,1743420
2000-03-06,65.0,68.0,63.82500076293945,65.68000030517578,39.29830551147461,1608280
2000-03-07,65.00250244140625,70.93499755859375,64.0999984741211,70.85250091552734,42.39316177368164,2061340
2000-03-08,72.44249725341797,72.44249725341797,65.19999694824219,65.75,39.340187072753906,1007100
2000-03-09,65.5,66.44999694824219,60.4900016784668,60.4900016784668,36.19297790527344,1063280
2000-03-10,62.5,65.33000183105469,60.10499954223633,65.31999969482422,39.082908630371094,1161180
2000-03-13,67.5,70.54750061035156,67.5,70.54750061035156,42.21067810058594,304100
2000-03-14,74.0,76.19249725341797,72.25,76.19249725341797,45.5882453918457,1528600
2000-03-15,80.9000015258789,82.29000091552734,76.75,78.51750183105469,46.9793586730957,2963200
2000-03-16,77.25,77.25,72.23750305175781,72.2874984741211,43.25177001953125,1168080
2000-03-17,72.2874984741211,72.2874984741211,72.2874984741211,72.2874984741211,43.25177001953125,0
2000-03-20,72.2874984741211,72.2874984741211,72.2874984741211,72.2874984741211,43.25177001953125,0
2000-03-21,74.0,78.07250213623047,73.44999694824219,78.05000305175781,46.69964599609375,1525720
2000-03-22,80.0,84.29499816894531,80.0,84.29499816894531,50.43621826171875,1255340
2000-03-23,89.8949966430664,89.8949966430664,77.55249786376953,80.40750122070312,48.110198974609375,3607860
2000-03-24,78.05999755859375,84.8499984741211,77.44999694824219,82.57749938964844,49.40859603881836,1393100
2000-03-27,84.0,87.44999694824219,80.25,86.09750366210938,51.51470947265625,1309500
2000-03-28,85.0,85.0,79.20999908447266,79.20999908447266,47.393707275390625,740800
2000-03-29,79.0,79.0,72.875,72.875,43.60328674316406,1276640
2000-03-30,70.25,77.0,68.25,75.65249633789062,45.26514434814453,2600460
2000-03-31,70.75,81.70500183105469,70.75,81.61750030517578,48.83418273925781,3312540
2000-04-03,81.75,85.8499984741211,76.0,77.46749877929688,46.35111999511719,3641540
2000-04-04,75.75,77.5,71.2699966430664,71.2699966430664,42.64296340942383,1930840
2000-04-05,71.30000305175781,75.9000015258789,70.5,72.20249938964844,43.20090866088867,1628180
2000-04-06,73.94999694824219,74.94999694824219,66.50499725341797,71.125,42.556217193603516,1523060
