Price,Close,High,Low,Open,Volume
Ticker,NATCOPHARM.NS,NATCOPHARM.NS,NATCOPHARM.NS,NATCOPHARM.NS,NATCOPHARM.NS
Date,,,,,
1996-01-01,14.362942695617676,14.362942695617676,14.362942695617676,14.362942695617676,500
1996-01-02,14.362942695617676,14.37101194957999,14.362942695617676,14.37101194957999,1500
1996-01-03,14.362942695617676,14.362942695617676,14.362942695617676,14.362942695617676,0
1996-01-04,14.362942695617676,14.362942695617676,14.362942695617676,14.362942695617676,0
1996-01-05,14.185420989990234,14.185420989990234,14.185420989990234,14.185420989990234,1000
1996-01-08,14.185420989990234,14.185420989990234,14.185420989990234,14.185420989990234,0
1996-01-09,12.749130249023438,12.910511488727238,12.749130249023438,12.910511488727238,1500
1996-01-10,12.103601455688477,12.111670708011903,12.103601455688477,12.111670708011903,1000
1996-01-11,12.103601455688477,12.103601455688477,12.103601455688477,12.103601455688477,0
1996-01-12,12.50705623626709,12.50705623626709,12.264984026176005,12.264984026176005,2500
1996-01-15,12.50705623626709,12.50705623626709,12.50705623626709,12.50705623626709,0
1996-01-16,12.50705623626709,12.50705623626709,12.50705623626709,12.50705623626709,0
1996-01-17,13.717415809631348,13.717415809631348,13.394653392509365,13.394653392509365,3000
1996-01-18,13.717415809631348,13.717415809631348,13.717415809631348,13.717415809631348,0
1996-01-19,12.345674514770508,12.345674514770508,12.345674514770508,12.345674514770508,1500
1996-01-22,11.135313987731934,11.135313987731934,11.135313987731934,11.135313987731934,500
1996-01-23,11.135313987731934,11.14338324041377,11.135313987731934,11.14338324041377,2000
1996-01-24,11.135313987731934,11.296695193737207,11.135313987731934,11.296695193737207,1000
1996-01-25,11.296695709228516,11.296695709228516,11.296695709228516,11.296695709228516,1000
1996-01-26,11.296695709228516,11.296695709228516,11.296695709228516,11.296695709228516,0
1996-01-29,11.296695709228516,11.296695709228516,11.296695709228516,11.296695709228516,0
1996-01-30,11.216004371643066,11.296695360600737,10.973932943822664,10.973932943822664,1500
1996-01-31,11.216004371643066,11.296695360600737,11.216004371643066,11.296695360600737,1000
1996-02-01,10.675376892089844,10.973933093592056,10.651169902882694,10.973933093592056,3500
