Price,Adj Close,Close,High,Low,Open,Volume
Ticker,IRIS-RE.NS,IRIS-RE.NS,IRIS-RE.NS,IRIS-RE.NS,IRIS-RE.NS,IRIS-RE.NS
Date,,,,,,
