Price,Close,High,Low,Open,Volume
Ticker,ACLGATI.NS,ACLGATI.NS,ACLGATI.NS,ACLGATI.NS,ACLGATI.NS
Date,,,,,
2006-10-10,93.37065887451172,95.7114315163094,80.84321436176536,82.36037924254916,598700
2006-10-11,88.64578247070312,96.75177690432997,87.17196770615803,94.49770454089624,455049
2006-10-12,87.04192352294922,90.11959708235169,84.18098120331624,88.42904446622317,188149
2006-10-13,86.65180206298828,90.16295837625107,85.95824481329855,87.04193421685926,97470
2006-10-16,84.61444854736328,88.3423419148303,83.74749721672572,86.65178285149881,29732
2006-10-17,81.40674591064453,85.82819716922656,80.62648824987949,85.82819716922656,30387
2006-10-18,80.4964370727539,83.05394770011547,79.88957373165216,82.27369010847441,28750
2006-10-19,80.10630798339844,82.96724353840057,79.54278826952536,82.96724353840057,13970
2006-10-20,80.71318054199219,81.49343818793109,79.32605951272015,81.49343818793109,15661
2006-10-23,80.32305908203125,83.09730128065856,78.89258776129853,80.45310313197334,16065
2006-10-26,79.45609283447266,82.79385422104465,79.15266118375045,81.84020905549751,14486
2006-10-27,78.89258575439453,81.23335213654619,78.24237213553963,80.3230570387383,19545
2006-10-30,76.4651107788086,78.89257734277348,75.90159766066877,78.89257734277348,17786
2006-10-31,76.42176055908203,77.59214352401165,75.59815283241771,77.59214352401165,13765
2006-11-01,78.8058853149414,82.44707862924567,76.72520058634707,77.41876436731665,38989
2006-11-02,78.71919250488281,80.62648300552425,78.02562871502347,78.02562871502347,16745
2006-11-03,79.02263641357422,79.75954392041056,77.63551523347367,79.32606813823442,24170
2006-11-06,79.36940002441406,80.19300117453504,78.5457922599791,78.9792679420036,16995
2006-11-07,80.27970123291016,82.36038599134386,79.32605598113645,80.27970123291016,47646
2006-11-08,79.10931396484375,80.49643485944667,78.15566876319888,79.75952750428083,18850
2006-11-09,77.89559936523438,80.10632857472972,77.5921676303253,79.41276465409548,6337
2006-11-10,76.20502471923828,78.45909689842985,75.51146099595756,77.80888338822187,13241
2006-11-13,86.43504333496094,89.29598531605514,78.849219339665,78.849219339665,348524
2006-11-14,82.44709014892578,89.20931480811093,81.92692054767662,87.56210555889247,215869
2006-11-15,81.40674591064453,82.9672546178597,80.79987590146509,81.97026569977011,66431
2006-11-16,81.01661682128906,85.74150656938842,79.45610805536103,81.84022473309555,66099
2006-11-17,79.02263641357422,83.14065634424759,77.59216500952984,82.62048672849933,32246
2006-11-20,82.44709014892578,84.00760556698862,76.20504170530512,78.155682670726,72801
2006-11-21,83.18399047851562,85.39471936151945,80.62648630072395,82.23034518921948,96667
2006-11-22,81.40674591064453,83.96425015026419,81.0599639931584,83.22734270955301,57834
2006-11-23,80.36638641357422,81.49342579907417,79.9329107444302,81.49342579907417,57557
2006-11-24,83.6174545288086,94.84447840833747,82.31702751209734,82.31702751209734,294815
2006-11-27,81.10330963134766,84.31102730466834,80.62648369495275,84.31102730466834,77402
2006-11-28,81.40674591064453,87.56210014234223,78.06898401025981,78.06898401025981,304895
2006-11-29,81.58013916015625,84.83120745783236,81.10331977841965,81.49344532841462,117830
2006-11-30,82.57713317871094,84.78786222449702,81.97026975383234,82.27370146627163,72070
2006-12-01,92.59040832519531,97.0985527724776,82.79385526581795,83.61745641593033,912850
2006-12-04,87.90887451171875,93.63075250884059,87.56209262400832,93.63075250884059,292963
2006-12-05,90.16294860839844,95.1912695419003,87.99557003608116,89.90286053399457,550091
2006-12-06,91.07325744628906,95.84149068192063,88.86252848222477,90.16295572830612,637217
2006-12-07,90.85651397705078,93.37066787320255,90.29299421558709,91.76680902466327,211498
2006-12-08,88.25566101074219,92.07024213192373,87.56209719908297,90.85651538299219,144204
2006-12-11,84.18097686767578,88.4290399117913,83.22733168168594,88.29899588317586,142121
2006-12-12,80.149658203125,87.56209568127566,78.02562981499811,84.09428991172018,132153
2006-12-13,82.663818359375,85.74149861256747,77.20202826400885,79.93292000453464,86467
2006-12-14,87.21532440185547,88.25567022799602,82.92391688518245,84.96125170002402,77050
2006-12-15,85.9148941040039,89.2960063467941,85.39472451610892,88.25566717100412,46799
2006-12-18,84.78785705566406,90.07625973996491,83.74751131517407,90.07625973996491,49091
2006-12-19,82.01360321044922,85.61145293514346,75.68486179750323,85.61145293514346,52680
2006-12-20,81.71016693115234,84.96123458093294,80.84321555787753,84.96123458093294,28070
2006-12-21,81.79686737060547,82.62047521051161,80.40974638388123,80.40974638388123,21754
2006-12-22,83.92090606689453,87.04193007787667,81.14665735710994,82.36039075424603,98130
2006-12-26,82.27369689941406,85.82819664993211,81.49343924336989,85.04793899388794,59128
2006-12-27,82.92390441894531,84.96123892750735,82.40373489123162,83.18398587564496,50862
2006-12-28,82.70718383789062,83.83421694759816,82.53378954956315,83.01061557456897,23548
2006-12-29,81.97026824951172,83.66082105515935,81.66682992832587,83.57412722666989,27050
2007-01-02,82.70718383789062,84.5277808722765,82.36040187555146,83.09730941157481,22703
2007-01-03,80.01961517333984,84.96123540310066,79.36940163709163,84.96123540310066,173856
2007-01-04,82.40375518798828,82.70718693603293,79.7595500672077,79.7595500672077,116223
2007-01-05,81.36338806152344,85.82818912151565,80.79986832523649,85.82818912151565,103032
2007-01-08,80.92991638183594,82.79386331867961,80.62648469777177,82.36038759449805,54378
2007-01-09,79.45609283447266,82.1436407062197,78.97926694454212,81.49342719139474,43152
2007-01-10,81.32005310058594,82.36039225172381,78.93593648277287,79.75953775956411,112586
2007-01-11,86.04493713378906,89.12261763165567,82.01361130037573,82.36039322629684,491370
2007-01-12,86.00157928466797,88.60243357691778,85.09128425096924,88.3423521162815,281617
2007-01-15,84.61444854736328,89.29598705566886,84.09427907184349,88.3423419148303,129660
2007-01-16,83.4874267578125,86.17497491311644,82.79386295643069,86.17497491311644,39584
2007-01-17,83.22735595703125,84.65782746040591,82.57714223861694,84.05095735462965,34196
2007-01-18,82.96725463867188,85.78484697069165,82.53377889528421,84.31103208889958,40170
2007-01-19,84.09427642822266,87.56208164175762,82.44706762893084,83.87753860237672,90536
2007-01-22,81.75352478027344,85.17798037878364,81.49343669827647,82.36038815251345,60617
2007-01-23,83.09729766845703,86.2616718793567,81.58013258515176,81.58013258515176,99800
2007-01-24,85.56810760498047,86.43505907661883,83.66081701310199,83.66081701310199,98402
2007-01-25,85.43807220458984,86.69514922259143,84.13764496625097,84.9612462381396,79950
2007-01-29,85.35136413574219,86.6951414743199,84.9612386448335,84.9612386448335,35594
2007-01-31,86.47840881347656,87.12862241357789,84.96124374657346,85.82819521337524,64382
2007-02-01,85.9148941040039,87.17197777359156,85.17798663662641,86.69515179300397,28045
2007-02-02,85.43807220458984,86.69514922259143,84.9612462381396,85.0479400644992,27907
2007-02-05,88.81916809082031,90.76980873657169,84.65780534847259,84.96123701494885,131837
2007-02-06,87.3886947631836,90.16293631166319,86.47839324123464,87.3453445519237,71344
2007-02-07,87.17196655273438,89.2526446364875,86.69514063352426,89.2526446364875,46474
2007-02-08,87.3886947631836,88.42903369028504,86.6951310689069,86.7384812801668,41564
2007-02-09,86.26165771484375,87.95221017006241,85.7848318355186,87.95221017006241,32913
2007-02-12,85.52476501464844,86.65179797256047,84.09429374661114,85.8281967104588,44981
2007-02-13,82.10030364990234,84.96124621934082,80.19301301315333,83.22734323527264,68889
2007-02-14,82.92390441894531,84.09428750987973,80.71317565826911,80.71317565826911,26098
2007-02-15,84.09427642822266,85.5680909982496,83.22732512483891,83.31401893231458,32907
2007-02-19,83.4440689086914,84.96123379794034,82.79385538472758,84.96123379794034,15222
2007-02-20,82.05696105957031,84.52777151958756,81.49344125991006,84.52777151958756,23257
2007-02-21,82.49041748046875,83.87753823697724,81.493422163058,82.79384911246851,21491
2007-02-22,84.13764190673828,84.96124314867815,82.79386449692615,83.61746573886602,26799
2007-02-23,82.92390441894531,84.96123892750735,82.36038467462447,84.96123892750735,27280
2007-02-26,83.5741195678711,84.96124053953115,81.92691052026217,84.96124053953115,41835
2007-02-27,81.97026824951172,84.09429681192184,81.6234863212387,83.22734529839687,16833
2007-02-28,79.88957977294922,81.5801325040835,77.33206895218717,81.49343867941516,20241
2007-03-01,80.5831298828125,81.92690719684627,76.2917231039415,76.2917231039415,19090
2007-03-02,81.40674591064453,82.53377887458078,80.97327016736561,82.31704100294131,28259
2007-03-05,77.11531829833984,80.19299817117532,76.46510479965464,78.15566386482442,11509
2007-03-06,78.50245666503906,79.62948958463477,77.15867926801629,79.62948958463477,38650
2007-03-07,78.45912170410156,80.62650075670105,76.37843649074286,78.80590367538068,49254
2007-03-08,80.79986572265625,82.27368703272806,76.81189070974057,78.02562396088379,49243
2007-03-09,83.5741195678711,85.04793436007591,79.32605621803162,80.79987101023646,39590
2007-03-12,81.14665222167969,83.66081268214059,79.75953126172989,82.36038554200368,18179
2007-03-13,81.88356018066406,82.31703589705575,81.14665278566109,82.27369229400529,27434
