Price,Close,High,Low,Open,Volume
Ticker,J&KBANK.NS,J&KBANK.NS,J&KBANK.NS,J&KBANK.NS,J&KBANK.NS
Date,,,,,
2002-08-12,5.596226692199707,5.636730425775974,5.52197059839239,5.538846778507915,319840
2002-08-13,5.818995475769043,6.048515124949572,5.6367302885747925,5.737988654373266,1255090
2002-08-14,5.7886176109313965,5.967508070217881,5.771741431886523,5.832496706504007,555980
2002-08-15,5.7886176109313965,5.7886176109313965,5.7886176109313965,5.7886176109313965,0
2002-08-16,5.8054938316345215,5.89325072610796,5.791992374770978,5.859498371518898,229830
2002-08-19,5.927004814147949,5.974259278073075,5.8156203496855365,5.856124083937785,589210
2002-08-20,5.927004814147949,6.004636917816007,5.873000264334962,5.974259278073075,354950
2002-08-21,6.041765213012695,6.095769767916769,5.879751548300473,5.940506833513825,761470
2002-08-22,6.116021633148193,6.278035289232705,5.987760339242508,6.075517897234545,564820
2002-08-23,6.186902046203613,6.396170157325652,6.159899771586415,6.176775951802786,906280
2002-08-26,6.234155654907227,6.338790028820487,6.1598995631686115,6.170025657226827,321580
2002-08-27,6.085643291473389,6.217279291412682,5.245196501151247,6.210528562240162,293600
2002-08-28,6.051890850067139,6.139648406085202,6.014762479963529,6.062016300979013,178810
2002-08-29,6.0012617111206055,6.085643902900105,5.974259435502567,6.085643902900105,137690
2002-08-30,6.112645149230957,6.170025055730414,5.997885336232043,6.035013056589393,302290
2002-09-02,5.977634429931641,6.210529470150489,5.9506321530790975,6.203778739991088,236300
2002-09-03,5.913504600524902,6.04176525844019,5.873000862149765,6.001262163850133,341120
2002-09-04,5.900003433227539,5.967509452614993,5.805495778627238,5.87300115422958,229340
2002-09-05,5.957382678985596,5.987760319876322,5.940506497950766,5.940506497950766,166570
2002-09-06,5.876375198364258,5.947256567163003,5.872999833775273,5.940505837985034,140840
2002-09-09,5.795369625091553,5.933756384056389,5.788618894462754,5.933756384056389,223140
2002-09-10,5.795369625091553,5.795369625091553,5.795369625091553,5.795369625091553,0
2002-09-11,5.927004814147949,5.974259278073075,5.825746444194853,5.869624899498524,201520
2002-09-12,5.974259376525879,5.997886286985294,5.940506371390276,5.9810094625249794,291800
2002-09-13,6.008011817932129,6.092394010003002,5.94725718042053,5.957382631446612,1867470
2002-09-16,5.873000621795654,6.3455407833129955,5.839247615161904,6.3455407833129955,179600
2002-09-17,5.997885227203369,6.021512133488084,5.856123145710167,5.937129957451295,328600
2002-09-18,5.916879653930664,6.004637212631744,5.883126647694088,5.893252098915529,70870
2002-09-19,5.869625091552734,5.940506467867154,5.805495088917112,5.8898772812340185,148560
2002-09-20,5.842622756958008,5.893251943081572,5.75824056549039,5.805495030486076,137080
2002-09-23,5.889876842498779,5.994510572917795,5.710986376349826,5.741364014823893,99960
2002-09-24,5.852748394012451,5.872999938121202,5.812244662009969,5.845997664714541,102630
2002-09-25,5.889876842498779,5.900002292800142,5.704235646958924,5.741364014823893,82320
2002-09-26,5.916879653930664,5.940506565160754,5.883126647694088,5.88650201269625,69350
2002-09-27,6.122771263122559,6.379293188036165,5.913503800551585,5.916879165274987,1170480
2002-09-30,6.12614631652832,6.278034502437809,6.0215125905600955,6.278034502437809,705580
2002-10-01,6.089019775390625,6.143024331128384,5.974259933501616,6.139648965921638,389900
